Generation,Simulation,m,Cb,facAs,facSk,lsgrad,bedfric,wetslp,vegDensity,RMSE,Dune RMSE,Beach RMSE,BSS,Dune BSS,Beach BSS,BSS Label,Dune BSS Label,Beach BSS Label,Folder,Profile,Long
4,10,4.9723,0.0517,0.6316,0.7188,0.0123,0.0237,0.4829,1.6249,0.3009,0.5974,0.1187,0.4915,-2.7636,0.9302,Fair,Very Poor,Excellent,run04152021165346_563910,22,False
4,11,2.4465,0.1413,0.6723,0.6813,-0.0916,0.0224,0.4935,1.6318,0.469,0.8671,0.2592,-0.235,-6.929,0.6673,Very Poor,Very Poor,Good,run04152021165346_68251,22,False
4,12,3.9708,0.0475,0.6429,0.687,0.0122,0.0223,0.5306,1.6708,0.2897,0.5779,0.1101,0.5287,-2.522,0.94,Fair,Very Poor,Excellent,run04152021165346_736963,22,False
5,1,3.067,0.2763,0.6723,0.6687,-0.0983,0.103,0.1919,1.9956,1.8034,1.0368,1.9691,-17.2623,-10.3371,-18.1958,Very Poor,Very Poor,Very Poor,run04162021160546_178182,22,False
5,2,0.7784,0.0521,0.6705,0.7027,-0.0934,0.2486,0.5179,2.0534,1.7569,0.6004,1.967,-16.3325,-2.8021,-18.1563,Very Poor,Very Poor,Very Poor,run04162021160546_25951,22,False
5,3,4.9801,0.0485,0.2245,0.0487,0.0121,0.0887,0.4791,3.741,0.7732,0.5944,0.8173,-2.357,-2.726,-2.3073,Very Poor,Very Poor,Very Poor,run04162021160546_277460,22,False
5,4,4.8439,0.0505,0.6297,0.7319,0.0118,0.0245,0.4885,1.5283,0.292,0.5854,0.1065,0.5212,-2.6143,0.9439,Fair,Very Poor,Excellent,run04162021160546_538840,22,False
5,5,4.9723,0.0517,0.8835,0.7188,0.0123,0.2238,0.4829,1.6249,0.4771,0.5797,0.4432,-0.2781,-2.5444,0.0274,Very Poor,Very Poor,Poor,run04162021160546_608336,22,False
5,6,3.9403,0.0486,0.6464,0.7026,0.0119,0.0223,0.4465,1.6514,0.2878,0.5767,0.1054,0.5349,-2.5075,0.945,Fair,Very Poor,Excellent,run04162021160546_678302,22,False
5,7,1.9467,0.0515,0.6608,0.732,0.0116,0.0236,0.4961,1.4509,0.2903,0.5826,0.1049,0.5268,-2.58,0.9455,Fair,Very Poor,Excellent,run04162021160546_764186,22,False
5,8,2.4995,1.1612,0.6723,0.5929,-0.081,0.4503,0.5361,1.7319,2.6968,1.0784,3.0045,-39.8415,-11.265,-43.6934,Very Poor,Very Poor,Very Poor,run04162021160546_829867,22,False
5,9,3.984,0.0517,0.6696,0.7413,0.0117,0.0236,0.535,1.5926,0.2954,0.5925,0.1074,0.5099,-2.702,0.9429,Fair,Very Poor,Excellent,run04162021160546_885470,22,False
5,10,1.8814,0.0518,0.6254,0.6895,0.0117,0.023,0.4816,1.6913,0.2958,0.5905,0.1116,0.5088,-2.6778,0.9383,Fair,Very Poor,Excellent,run04162021160546_885502,22,False
5,11,4.218,0.0473,0.6453,0.6962,0.0121,0.0225,0.5493,1.6713,0.2897,0.5799,0.1072,0.5286,-2.5464,0.9431,Fair,Very Poor,Excellent,run04162021160546_898588,22,False
5,12,4.8654,0.0508,0.6859,0.6876,0.0128,0.0231,0.4946,1.5154,0.296,0.585,0.1206,0.5079,-2.609,0.928,Fair,Very Poor,Excellent,run04162021160546_921627,22,False
5,13,2.3546,0.0515,0.6123,0.6867,0.0129,0.0248,0.4738,1.5906,0.3009,0.5916,0.1266,0.4917,-2.6912,0.9207,Fair,Very Poor,Excellent,run04162021160546_951008,22,False
